"id","corporate","zone","circle","division","subdivision","section","col7_blank","tariff","col9_blank","debit","credit","demand_based_tariff","time_of_day","voltage_class_kv","active_installations","inactive_installations","total_installations_10_11","metered_installations","unmetered_installations","total_metered_13_14","dc_mnr_installations","installations_billed","installations_unbilled","total_billed_17_18","ob_active","ob_inactive","ob_total_20_21","sl_kw_active","sl_kw_inactive","sl_kw_total_23_24","sl_hp_active","sl_hp_inactive","sl_hp_total_26_27","assessed_taxed_consumption","assessed_tax_exempted_consumption","metered_taxed_consumption","metered_tax_exempted_consumption","total_consumption_29_32","bill_cancellation_consumption","net_consumption_33_34","wheeled_energy_units","ob_revenue","ob_interest_rev_misc","ob_interest_tax","ob_tax","ob_pg_surcharge","ob_total_sum","texd_revenue","texd_misc_demand","texd_interest_rev_misc_arrears","texd_pg_surcharge","texd_total_sum","tcd_revenue","tcd_misc_demand","tcd_interest_rev_misc_arrears","tcd_interest_tax","tcd_tax","tcd_pg_surcharge","tcd_total_sum","dbadj_revenue","dbadj_misc","dbadj_tax","dbadj_pg_surcharge","dbadj_total","bc_revenue","bc_misc","bc_interest_rev_misc","bc_interest_tax","bc_tax","bc_pg_surcharge","bc_total_sum","net_demand_revenue","fixed_charges","energy_charges","fppca_charges","net_demand_tax","net_demand_pg_surcharge","col_revenue","col_interest_rev_misc","col_interest_tax","col_tax","col_pg_surcharge","col_total_sum","cradj_revenue","cradj_misc","cradj_tax","cradj_pg_surcharge","cradj_total","net_iod","net_reversal_iod","suspense_to_rr_transfer","from_rr_transfer","to_rr_transfer","pc_revenue","pc_interest_rev","pc_interest_tax","pc_tax","pc_pg_surcharge","pc_total","net_collection","net_collection_pg_surcharge","write_off","cb_revenue","cb_interest_rev_misc","cb_interest_tax","cb_tax","cb_pg_surcharge","cb_total_sum","average_cost_of_supply","pct_live_installations","pct_billed_installations","pct_dc_mnr_installations","pct_metered_consumption","pct_assessed_consumption","pct_collection_eff_with_adj","pct_collection_eff_without_adj","ratio_arrears_demand","demand_per_unit","collection_per_unit_with_adj","collection_per_unit_without_adj","consumption_per_installation","pct_recovery_avg_cost","gst_tcs_ob","gst_tcs_demand","gst_tcs_debit_adjustment","gst_tcs_bill_cancellation","gst_tcs_net_demand","gst_tcs_collection","gst_tcs_credit_adjustment","gst_tcs_payment_cancellation","gst_tcs_cb","balance_transfer_amount"
"11","BESCOM","BRAZ","BANGALORE","CHANDAPURA","K3 KAGGALIPURA","Bannerghatta Village",,"LT6C",,"LT6C","LT6C",,,"0.4","302","31","333","332","0","332","0","167","8","175","0","0","0","5172.81","0","0","0","0","0","211427.48","0","2075658.6","0","2287086.08","3965.69","2283120.38","0","48519783.44","744377.77","21086.68","2517661.84","964835.42","51629218.6","0","0","0","0","0","16238301.07","1082544.08","131924.06","10557.37","1286259.03","486778.04","18125103.75","135324.88","0","12268.98","0","142091.71","71463.7","0","0","0","0","0","0","16923085.14","209721.26","13338041.66","671308.45","1286259.03","486778.04","15551567.05","126345.01","10108.41","1231858.79","466191.26","16829096.31","193297.49","0","17523.12","0","202962.18","241397.12","0","0","0","0","0","0","0","0","0","0","16829096.31","466191.26","0","49698004.04","749956.83","21528.61","2572062.1","985422.2","52863848.74","9.92","90.690691","55.298013","0","90.755596","9.244404","24.417209","24.126242","0.757858","30.4992","7.4471","7.3583","7573.1327","74.1764","0","0","0","0","0","0","0","0","0","0"
"12","BESCOM","BRAZ","BANGALORE","CHANDAPURA","K3 KAGGALIPURA","Bannerghatta Village",,"LT7",,"LT7","LT7",,,"0.4","1343","123","1466","1429","17","1446","35","810","24","834","0","0","0","23360.83","0","0","0","0","0","155656.31","0","1939726.29","0","2095382.6","1416.04","2093966.55","0","37075856.82","235476.98","5506.67","2278546.26","314821.77","38885903.05","0","0","0","0","0","13410453.26","1005642.67","80223.04","2581.47","1202213.98","241322.99","14910076.73","84502.12","0","7660.22","0","88727.04","78091.24","0","0","0","0","0","0","14004262.41","1132214.7","11854478.26","259797.31","1202213.98","241322.99","12642617.93","75630.58","2434.15","1133377.14","227506.91","13572199.32","183586.39","0","16646.27","0","192763.58","255926.53","0","0","0","0","0","0","0","0","0","0","13572199.32","227506.91","0","38253918.78","240073.31","5653.98","2347383.09","328641.72","40120420.99","9.92","91.609823","60.312733","2.606106","92.571461","7.428539","25.587345","25.229022","0.745788","25.6736","6.5692","6.4772","1560.2253","65.2944","0","0","0","0","0","0","0","0","0","0"
"13","BESCOM","BRAZ","BANGALORE","CHANDAPURA","K3 KAGGALIPURA","Bannerghatta Village",,"HT2A",,"HT2A","HT2A",,,"11","101","0","101","100","0","100","0","48","4","52","0","0","0","1938.35","0","0","0","0","0","2776440.84","0","51087172.36","0","53863613.2","103607.09","53760002.25","0","1081600133.84","16070747.69","522466.88","91742687.44","10952169.23","1159510851.35","0","0","0","0","0","441681612.78","29222167.79","4917187.09","216338.32","38618236.5","4520459.27","487461915.63","4261818.78","0","386357.52","0","4474909.92","390278.25","0","0","0","0","0","0","461522688.82","36801.62","406147384.83","20126199.61","38618236.5","4520459.27","385719568.24","4294167.22","188924.25","33725216.29","3947708.9","412666405.78","5883078.74","0","533332.9","0","6177232.48","8270162.99","0","0","0","0","0","0","0","0","0","0","412666405.78","3947708.9","0","1151520175.69","16693767.56","549880.97","96635700.63","11524919.6","1233340469.55","9.92","100","47.524752","0","94.845424","5.154576","25.431121","25.056055","0.748853","30.5767","7.776","7.6613","533303.101","77.2308","0","0","0","0","0","0","0","0","0","0"
"14","BESCOM","BRAZ","BANGALORE","CHANDAPURA","K3 KAGGALIPURA","Bannerghatta Village",,"HT2B",,"HT2B","HT2B",,,"11","34","0","34","34","0","34","0","24","0","24","0","0","0","971.11","0","0","0","0","0","492330.01","0","12312718.8","0","12805044.93","127470.88","12677574.05","0","213117116.58","3616474.97","225773.31","22223789.69","2350893.09","231466287.73","0","0","0","0","0","103720871.69","9906131.48","1344199.31","71320.09","9193102.25","1875555.59","117109414.98","568324.27","0","51524.16","0","596737.97","1028770.11","0","0","0","0","0","0","110124171.82","20958.2","83099896.89","1636612.02","9193102.25","1875555.59","97030358.74","1257491.87","66718.34","8600100.94","1754572.97","104822509.94","278762.99","0","25274.54","0","292699.01","1494829.13","0","0","0","0","0","0","0","0","0","0","104822509.94","1754572.97","0","225932170.53","3703182.41","230375.07","22816791","2471875.71","244818629.09","9.92","100","70.588235","0","96.155217","3.844813","30.155633","30.071663","0.70234","27.2217","8.2089","8.186","376618.9685","82.5202","0","0","0","0","0","0","0","0","0","0"
"15","BESCOM","BRAZ","BANGALORE","CHANDAPURA","K3 KAGGALIPURA","Bannerghatta Village",,"HT3A",,"HT3A","HT3",,,"11","34","0","34","34","0","34","0","24","0","24","0","0","0","487.49","0","0","0","0","0","495506.43","0","22776519.84","0","23272026.27","33509.13","23238517.14","0","535116683.02","6081196.96","329509.09","34147952.89","7562980.63","567776515.61","0","0","0","0","0","183848999.03","11323220.61","1823467.68","88723.96","13330874.4","4305979.18","203162692.21","2118468.73","0","192052.88","0","2224393.32","1416746.32","0","0","0","0","0","0","191455288.88","20544.22","151252954.11","6869870.55","13330874.4","4305979.18","162516257.98","1611885.44","78426.15","11784034.32","3806336.83","174477086.43","2451300.54","0","222223.8","0","2573865.57","2650128.93","0","0","0","0","0","0","0","0","0","0","174477086.43","3806336.83","0","561604413.38","6292783.07","339799.88","35694785.95","8062622.98","595834288.53","9.92","100","70.588235","0","97.870807","2.129193","22.965618","22.631757","0.772868","33.1273","7.6079","7.4973","684471.3609","75.5776","0","0","0","0","0","0","0","0","0","0"
"16","BESCOM","BRAZ","BANGALORE","CHANDAPURA","K3 KAGGALIPURA","Bannerghatta Village",,"HT5",,"HT5","HT5",,,"11","34","0","34","34","0","34","0","24","0","24","0","0","0","1110.39","0","0","0","0","0","421357.66","0","10250531.94","0","10671889.6","1872.58","10670017.02","0","261412681.74","5826777.52","180127.61","14622057.88","2964940.82","278368378.41","0","0","0","0","0","78971994.68","6669203.74","1264378.64","66016.85","7626845.01","1312845.19","89198121.18","1553603.31","0","140844.38","0","1631280.58","67246.53","0","0","0","0","0","0","83642364.85","21639.14","67708837.83","2287271.79","7626845.01","1312845.19","68692739.52","1099804.36","57423.66","6634108.84","1141960.63","74625143.73","69157.8","0","6271.29","0","72612.79","1316042.23","0","0","0","0","0","0","0","0","0","0","74625143.73","1141960.63","0","276293153.13","5991351.8","188720.82","15614794.07","3135825.38","294136580.57","9.92","100","70.588235","0","96.051705","3.948295","20.322243","20.302488","0.800227","34.4425","6.9995","6.9927","313879.1059","70.4909","0","0","0","0","0","0","0","0","0","0"
"17","BESCOM","BRAZ","BANGALORE","CHANDAPURA","K3 KAGGALIPURA","Kasaba Rural",,"LT1",,"LT1","LT1",,,"0.4","24585","2562","27147","26550","269","26819","555","13939","585","14524","0","0","0","656737.92","0","0","0","0","0","2196629.61","0","25331106.34","0","27527735.95","108478.12","27419257.84","0","439991222.12","4729267.46","103048.32","16443010.69","11439082.68","465285364.34","0","0","0","0","0","167919197.83","14297391.1","1103978.97","96671.8","13774557.39","4047245.84","188022686.6","1398600.86","0","126793.62","0","1468528.58","637687.12","0","0","0","0","0","0","176324917","20425208.9","139154533.57","7677068.75","13774557.39","4047245.84","144984526.2","953197.57","83469.84","11893206.6","3494467.08","156037791.55","2408010.66","0","218302.48","0","2528412.93","3162638.87","0","0","0","0","0","0","0","0","0","0","156037791.55","3494467.08","0","468923598.39","4880048.87","116250.28","18324361.47","11991861.44","495966223.83","9.92","90.562493","56.697173","2.257474","92.020304","7.979696","24.271277","23.88426","0.759161","23.7327","5.7602","5.6684","1119.6964","57.1411","0","0","0","0","0","0","0","0","0","0"
"18","BESCOM","BRAZ","BANGALORE","CHANDAPURA","K3 KAGGALIPURA","Kasaba Rural",,"LT2",,"LT2","LT2",,,"0.4","1176","123","1299","1296","0","1296","35","619","36","655","0","0","0","35455.22","0","0","0","0","0","133018.98","0","2006222.24","0","2139241.21","18462.71","2120778.5","0","23243887.27","858953.38","13237.04","1184936.37","1072961.46","25836637.27","0","0","0","0","0","15402538.28","1239771.17","149148.7","8621.26","1043762.29","385325.97","17150599.78","137154.9","0","12430.33","0","144010.71","78098.98","0","0","0","0","0","0","16184843.55","1151412.52","14603360.45","479899.01","1043762.29","385325.97","14209940.61","137599.84","7954.85","962944.06","355492.36","15238521.14","99633.66","0","9035.14","0","104613.02","232310.36","0","0","0","0","0","0","0","0","0","0","15238521.14","355492.36","0","25119156.56","870502.25","13903.45","1265754.59","1102795.07","27798234.83","9.92","90.531178","52.636054","2.97619","93.781956","6.218045","35.692301","35.448943","0.646663","20.0946","7.1722","7.1233","1819.0827","71.8075","0","0","0","0","0","0","0","0","0","0"
"19","BESCOM","BRAZ","BANGALORE","CHANDAPURA","K3 KAGGALIPURA","Kasaba Rural",,"LT3A",,"LT3A","LT3A",,,"0.4","1814","216","2030","2027","0","2027","69","1072","36","1108","0","0","0","39115.26","0","0","0","0","0","421183.56","0","4498974.89","0","4920154.58","23523.32","4896631.26","0","100432585.77","1358878.17","66802.53","6158788.84","1013797.21","106238915.79","0","0","0","0","0","38377215.04","3108276.39","672500.09","21409.36","2794222.75","642256.37","42832311.98","110223.02","0","9989.16","0","115736.3","3950.22","0","0","0","0","0","0","40637125.49","1233136.72","34263481","1656780.94","2794222.75","642256.37","33174482.67","581331.74","18505.21","2415413.22","555185.25","35653399.9","320861.23","0","29090.63","0","336905.84","684415.31","0","0","0","0","0","0","0","0","0","0","35653399.9","555185.25","0","107574371.23","1450046.53","69706.68","6537598.37","1100868.32","113769466.73","9.92","89.359606","59.095921","3.803749","91.439706","8.560373","24.143026","23.917023","0.763189","30.2981","7.3149","7.2464","2712.3234","73.0484","0","0","0","0","0","0","0","0","0","0"
"20","BESCOM","BRAZ","BANGALORE","CHANDAPURA","K3 KAGGALIPURA","Kasaba Rural",,"LT3B",,"LT3B","LT3B",,,"0.4","504","62","566","565","0","565","0","310","8","318","0","0","0","13355.68","0","0","0","0","0","89098.46","0","913219.52","0","1002317.98","1373.48","1000944.5","0","18483528.79","152584.35","3542.51","636072.56","559379.22","19548264.82","0","0","0","0","0","7517384.85","616484.07","49135.89","1886.99","560234.89","195185.55","8386579.39","61183.85","0","5548.75","0","64244.21","61427.6","0","0","0","0","0","0","7881361.85","357976.23","6050844.91","125559.61","560234.89","195185.55","6907055.2","45146.98","1739.68","514750.54","179338.26","7416404.79","93590.33","0","8480.96","0","98267.91","98362.9","0","0","0","0","0","0","0","0","0","0","7416404.79","179338.26","0","19364241.24","156573.25","3696.84","681556.93","575226.51","20473988.85","9.92","89.045936","61.507937","0","91.110759","8.889241","26.900715","26.548939","0.732919","27.8702","7.4973","7.3993","1988.7262","74.5897","0","0","0","0","0","0","0","0","0","0"
"21","BESCOM","BRAZ","BANGALORE","CHANDAPURA","K3 KAGGALIPURA","Kasaba Rural",,"LT4A",,"LT4A","LT4A",,,"0.4","7355","802","8157","166","4041","4207","138","191","840","1031","0","0","0","169685.18","0","0","0","0","0","19539215.31","0","795931.77","0","20335147.08","137522.46","20197624.62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3408610.82","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.92","90.167954","2.596873","1.876275","3.914069","96.085931","0","0","0","0","0","0","2764.8059","0","0","0","0","0","0","0","0","0","0","0"
"22","BESCOM","BRAZ","BANGALORE","CHANDAPURA","K3 KAGGALIPURA","Kasaba Rural",,"LT4B",,"LT4B","LT4B",,,"0.4","202","31","233","233","0","233","0","119","4","123","0","0","0","4983.23","0","0","0","0","0","67277.48","0","607424.06","0","674701.53","5172.81","669528.72","0","11277131.56","62344.55","5282.19","792595.17","96345.03","11875881.39","0","0","0","0","0","3238558.08","170477.06","26448.26","1816.84","284852.48","60297.86","3570476.82","45750.54","0","4145.78","0","48040.97","8229.29","0","0","0","0","0","0","3352069.72","75982.66","2774618.56","137286.45","284852.48","60297.86","3136339.96","25612.57","1760.73","275859.42","58394.33","3373465.12","13332.46","0","1206.55","0","13997.93","48045.6","0","0","0","0","0","0","0","0","0","0","3373465.12","58394.33","0","11479528.87","63180.24","5345.32","801581.21","98244.7","12086005.03","9.92","86.695279","58.910891","0","90.028558","9.971443","21.930497","21.839874","0.78245","22.8936","5.0207","4.9999","3340.1066","50.4022","0","0","0","0","0","0","0","0","0","0"
